"token","n"
"shefromtheycrews",4
"sinksomethingonhe",4
"sirens",4
"sisteri",4
"site",4
"size",4
"skainsmate",4
"skillsgood",4
"sky",4
"sline",4
"soaked",4
"sob",4
"someneomeoneanyone",4
"someonehteyhey",4
"somethinganyoneup",4
"somethinganythingshe",4
"somethinghe",4
"sounds",4
"special",4
"splattered",4
"split",4
"staff",4
"star",4
"strong",4
"studying",4
"style",4
"sulfur",4
"support",4
"tahvee",4
"taken",4
"tau",4
"tcity",4
"tehy",4
"tehyo",4
"tehyrees",4
"text",4
"tghehey",4
"thatfilters",4
"thatÌs",4
"thgehathge",4
"thsihe",4
"timeframe",4
"timenow",4
"timmy",4
"timmyi",4
"tool",4
"topark",4
"tostore",4
"touching",4
"towards",4
"trevor",4
"tryingbe",4
"tryingfindshelteritcrowded",4
"tryingfindshelteritlost",4
"tryingfindshelteritnoisy",4
"tryingfindshelteritpacked",4
"tryingrestore",4
"tyhathatyhat",4
"tyhehe",4
"type",4
"uncertainty",4
"unique",4
"upcode",4
"used",4
"usedbe",4
"useless",4
"various",4
"violenceseperate",4
"visit",4
"walkertree",4
"watersewer",4
"waterupmy",4
"weeks",4
"wenchs",4
"whatheck",4
"whatmean",4
"willeill",4
"wireless",4
"wishcould",4
"withinshipping",4
"withprice",4
"wont",4
"yard",4
"yeasty",4
"youre",4
"aboion",3
"aboutour",3
"accommodations",3
"actor",3
"actual",3
"adnndadnre",3
"affected",3
"afford",3
"afterall",3
"ages",3
"ahveave",3
"ahvee",3
"alive",3
"alldissembling",3
"allguts",3
"allmewling",3
"allmilk",3
"allreeky",3
"although",3
"alvini",3
"alwayssafe",3
"amazed",3
"amount",3
"anbdheanbdd",3
"anbdndanbdre",3
"andpics",3
"andpitahummus",3
"andthen",3
"andy",3
"ankle",3
"annoying",3
"anyonesomehteyhing",3
"anyonetheyan",3
"anytaheving",3
"anythgehing",3
"anytouone",3
"anytyingnythingto",3
"apart",3
"applesjuice",3
"approximately",3
"apt",3
"arebookshelves",3
"arecoffee",3
"arefloors",3
"arelamps",3
"areokay",3
"arrived",3
"arround",3
"artifacts",3
"ashave",3
"asprecaution",3
"asprincereal",3
"asprincheese",3
"atcommunity",3
"atelemtary",3
"athebruises",3
"atje",3
"atjhe",3
"atpark",3
"atpower",3
"attentiveprovided",3
"attop",3
"aug",3
"authorities",3
"avalanche",3
"backing",3
"backreality",3
"backup",3
"bailey",3
"baileys",3
"barren",3
"base",3
"based",3
"bat",3
"batteriescheese",3
"batteriesfuel",3
"bb",3
"beast",3
"beasts",3
"beautifully",3
"beef",3
"benefit",3
"bequake",3
"bigger",3
"bit",3
"blahhhj",3
"blinked",3
"blossom",3
"blossoms",3
"blue",3
"boar",3
"bones",3
"bookshelf",3
"bout",3
"bowlshaking",3
"bowsfiguring",3
"box",3
"breeding",3
"briannai",3
"brings",3
"brought",3
"burn",3
"busy",3
"butare",3
"buthave",3
"butpower",3
"butwas",3
"butwon",3
"byhospital",3
"bynuclear",3
"bysheit",3
"ca",3
"caened",3
"calledfire",3
"calling",3
"canned",3
"capital",3
"cares",3
"carseiestones",3
"catchy",3
"chairvibrating",3
"changed",3
"changesthen",3
"cheaper",3
"checked",3
"chemical",3
"cholera",3
"chrisi",3
"churlish",3
"cidy",3
"civilians",3
"clapper",3
"clawed",3
"clearing",3
"cleo",3
"collapsing",3
"college",3
"community",3
"company",3
"conditions",3
"confortablewear",3
"confronted",3
"consideringtwo",3
"countriesan",3
"couple",3
"crews",3
"crisp",3
"crocuses",3
"crops",3
"crumblingpieces",3
"cry",3
"curiouskatherynbanana",3
"cutihs",3
"cuz",3
"cuzbored",3
"dachsunds",3
"daenedglienedg",3
"damagesomene",3
"danger",3
"danny",3
"dark",3
"dasical",3
"dear",3
"decidedwas",3
"decision",3
"defechteys",3
"defectsomene",3
"degree",3
"delivery",3
"depressing",3
"dept",3
"despitepans",3
"destitute",3
"dewberry",3
"dialing",3
"didground",3
"din",3
"direction",3
"directly",3
"dishs",3
"dizzy",3
"dodo",3
"doneedbe",3
"downloaded",3
"drama",3
"dress",3
"droning",3
"drove",3
"drugs",3
"drying",3
"duck",3
"duckg",3
"duper",3
"duringsummer",3
"dysentery",3
"earth",3
"eating",3
"electricity",3
"electronic",3
"employees",3
"endearing",3
"enjoyed",3
"enucularergy",3
"environmentalnuclear",3
"everyhwere",3
"evinced",3
"exactly",3
"explosion",3
"faces",3
"faithful",3
"faithsomeone",3
"fallen",3
"farming",3
"feed",3
"feelrattle",3
"feltground",3
"fen",3
"ffunion",3
"fidnerret",3
"fightingshe",3
"finereasonable",3
"fish",3
"fisures",3
"fits",3
"fixed",3
"flew",3
"floatingsomeone",3
"flush",3
"folio",3
"follow",3
"foodgreat",3
"foodlettuce",3
"force",3
"foreign",3
"forever",3
"forlong",3
"fornap",3
"forrest",3
"forward",3
"framequivering",3
"framing",3
"freindatalities",3
"freindriend",3
"fromcity",3
"furniture",3
"galled",3
"gamestill",3
"garage",3
"gastaion",3
"genre",3
"georgiafuriousballard",3
"getyhe",3
"gin",3
"girl",3
"gladsee",3
"goingignoretraffic",3
"goingliwanna",3
"goingpinktonight",3
"gomove",3
"goodi",3
"goodnes",3
"goose",3
"gorged",3
"gotta",3
"greek",3
"green",3
"greener",3
"groups",3
"gudgeon",3
"gudgeons",3
"guts",3
"gutted",3
"hadmini",3
"hadto",3
"hahhah",3
"halfroad",3
"hamster",3
"handle",3
"hanna",3
"harvesting",3
"hatjee",3
"havego",3
"havelearned",3
"havent",3
"havesleepover",3
"heading",3
"heat",3
"helicopters",3
"helpanyhteyhing",3
"helped",3
"hereamazing",3
"hey",3
"highly",3
"hillsides",3
"hitspot",3
"hitsroad",3
"holds",3
"homeeat",3
"honestly",3
"hotel",3
"housecharge",3
"houseflooded",3
"housing",3
"hssour",3
"hteyeshteying",3
"hteyrees",3
"htinghe",3
"htiso",3
"humanitarian",3
"humans",3
"hummussome",3
"hundreds",3
"id",3
"idk",3
"idle",3
"idol",3
"ifdont",3
"iftrust",3
"iÌve",3
"important",3
"inanyonecannot",3
"indian",3
"indriveway",3
"inelementary",3
"informatehion",3
"inforomreation",3
"infosoundbites",3
"inhimark",3
"inhteyegrihteyy",3
"inincluding",3
"inmotor",3
"inneighborhood",3
"inpolice",3
"insky",3
"insomenepectionsomene",3
"insouthwest",3
"inspechteyions",3
"instreets",3
"insurancei",3
"intowater",3
"ionly",3
"ironcially",3
"irrigation",3
"isatm",3
"ischair",3
"ismess",3
"isnice",3
"isnight",3
"isnon",3
"isperfect",3
"isrotating",3
"istable",3
"istv",3
"iswittydelightful",3
"itghe",3
"itnongovernmental",3
"itselfwell",3
"itsimpleusesmallest",3
"itsnew",3
"ivan",3
"iwthith",3
"joe",3
"johni",3
"joy",3
"kara",3
"kg",3
"kid",3
"kinds",3
"konwnow",3
"kris",3
"laid",3
"lanytyingndslide",3
"latrines",3
"laura",3
"learned",3
"leftedefttake",3
"leftshake",3
"lefttremble",3
"leftvibrate",3
"letting",3
"liam",3
"liberals",3
"libraries",3
"library",3
"likeroad",3
"linda",3
"live",3
"lizard",3
"longer",3
"losing",3
"lovefact",3
"loves",3
"low",3
"lucyi",3
"luxury",3
"madetofront",3
"maketrembleact",3
"mangled",3
"matter",3
"maybeshould",3
"meauspiciuos",3
"medical",3
"meet",3
"mehomewardfiguring",3
"member",3
"messages",3
"messed",3
"micheckei",3
"mikei",3
"minnow",3
"mixed",3
"montana",3
"moves",3
"movies",3
"moviewas",3
"museum",3
"mysomeone",3
"naan",3
"nah",3
"nearsomethingonhe",3
"netbook",3
"notjhe",3
"ntoot",3
"nucleanddr",3
"nucularuclear",3
"octavian",3
"ofaccintepretationdent",3
"ofanyonemention",3
"officials",3
"ofholes",3
"oflarge",3
"ofmalian",3
"ofout",3
"ofshops",3
"ofsomehteyhing",3
"oftelephone",3
"olivia",3
"omreore",3
"onbridge",3
"oninside",3
"onother",3
"ontheyanyonesomethingsomeone",3
"ontoroad",3
"options",3
"orbecomesbig",3
"orderandsound",3
"organizationsacademics",3
"original",3
"ouch",3
"outages",3
"outforwhile",3
"outhge",3
"outyhe",3
"owner",3
"pair",3
"palace",3
"partnership",3
"patio",3
"penelope",3
"pepper",3
"per",3
"perkins",3
"peteri",3
"phonedying",3
"phones",3
"phoneslimlight",3
"pic",3
"pigeon",3
"pignut",3
"plain",3
"platemoving",3
"played",3
"playlist",3
"poisoned",3
"poles",3
"policy",3
"pomeloÌs",3
"ponds",3
"pool",3
"portable",3
"portrayal",3
"pottle",3
"powhither",3
"powr",3
"presentsidyllic",3
"process",3
"produced",3
"productive",3
"pumps",3
"qualitygreat",3
"question",3
"quick",3
"quicklymuch",3
"quincy",3
"rank",3
"rather",3
"ratsbane",3
"reading",3
"realizehad",3
"rebecca",3
"reeky",3
"reforest",3
"regions",3
"regularly",3
"relief",3
"rendered",3
"repairs",3
"reports",3
"reporttry",3
"research",3
"restore",3
"rib",3
"richi",3
"risk",3
"rly",3
"rn",3
"roanbdd",3
"ruseingmble",3
"ruttish",3
"sadleft",3
"sadly",3
"sadnfe",3
"safebe",3
"safeoffhome",3
"sahvee",3
"sami",3
"sandunes",3
"sauce",3
"sawtree",3
"sbest",3
"schoolwatched",3
"searchedthey",3
"searchrescue",3
"security",3
"seebeds",3
"seekeliminate",3
"seeking",3
"seequaking",3
"seevibrate",3
"seewalls",3
"sept",3
"shakefriday",3
"share",3
"shethey",3
"shipped",3
"shot",3
"shovels",3
"signal",3
"singer",3
"situations",3
"sized",3
"small",3
"smelling",3
"smells",3
"snatch",3
"sneeze",3
"socan",3
"soemome",3
"someeee",3
"someneomeonesomenetructural",3
"someneomethinganyone",3
"someoneanytyingnyone",3
"someonemiss",3
"someoneshteyruchteyural",3
"somethinganythingfrom",3
"somethingsomethingthey",3
"somethingsomethingtheyheit",3
"song",3
"sonly",3
"sorry",3
"sosave",3
"sparks",3
"spongy",3
"spotted",3
"springs",3
"springsrainwater",3
"staffed",3
"starving",3
"structualomething",3
"strumpet",3
"sturdyit",3
"sub",3
"sucked",3
"suddenly",3
"surface",3
"surviving",3
"sustainable",3
"swear",3
"sweet",3
"tagged",3
"taheve",3
"tank",3
"tat",3
"tatho",3
"teens",3
"tesomeneting",3
"thanked",3
"thanworn",3
"thatcan",3
"thatmade",3
"thatnot",3
"thereÌs",3
"therekid",3
"theremusic",3
"thereno",3
"thewith",3
"theydancers",3
"theyll",3
"thgehis",3
"thinkwas",3
"thisdefinitely",3
"thisone",3
"thofsomeone",3
"thomas",3
"thoughtwould",3
"throw",3
"thus",3
"thyathathyat",3
"tiem",3
"tihshis",3
"tilget",3
"timeour",3
"timestop",3
"titled",3
"tjhe",3
"togiallo",3
"tonow",3
"tons",3
"total",3
"tottering",3
"trained",3
"transport",3
"trauma",3
"treatcracked",3
"treatment",3
"tripsphoenix",3
"tryingfindshelteritstinky",3
"tryingmarina",3
"turn",3
"typical",3
"ughhhhhhh",3
"um",3
"unintentioal",3
"universe",3
"updatedsomeonenewest",3
"upstream",3
"useful",3
"useingsing",3
"vaccine",3
"vanessa",3
"varseal",3
"vegan",3
"vegetables",3
"vegetarian",3
"venomed",3
"vibratemonday",3
"video",3
"videos",3
"view",3
"views",3
"vinegrette",3
"volunteershelp",3
"wahveo",3
"walk",3
"wall",3
"wals",3
"warseasowarsener",3
"warseho",3
"wasgood",3
"waslong",3
"watchedrerun",3
"waygetcity",3
"waygetpolice",3
"welcome",3
"whatdo",3
"whateverrrr",3
"whenwas",3
"win",3
"wing",3
"winssomething",3
"wishhad",3
"withcrazy",3
"withfabulous",3
"withsheitthey",3
"witnith",3
"wiullill",3
"worthlittle",3
"xx",3
"yelech",3
"yÌall",3
"yr",3
"„¢‚<U+0080>‚<U+009C>as",2
"aaaaaaaaagh",2
"aannndd",2
"abewteenetween",2
"ableroam",2
"aboutgenerators",2
"abouthour",2
"aboutnew",2
"abrupt",2
"accidentyhe",2
"account",2
"achieving",2
"acres",2
"activatedsomethinganythingshefromtheyheofferspurchase",2
"addict",2
"adnnyone",2
"adnt",2
"advanced",2
"advicesrecognize",2
"advilcheese",2
"advise",2
"aftather",2
"afteralll",2
"afterearthquake",2
"aftermonth",2
"aftershocks",2
"aftyhater",2
"agents",2
"agricultural",2
"agriculture",2
"ah",2
"ahtey",2
"aint",2
"al",2
"alarm",2
"alieinglieing",2
"allbootless",2
"allcockered",2
"alldroning",2
"alldustdirt",2
"allflap",2
"allfobbing",2
"allill",2
"allow",2
"allpuking",2
"allrude",2
"allsomeone",2
"alltime",2
"allwayeaston",2
"alsoright",2
"althgeernathgeives",2
"altyheernatyhee",2
"alwadnys",2
"alwayssafepowercompanyhave",2
"ambiancegreat",2
"amkeore",2
"amsupposedgo",2
"anarchy",2
"anbdlone",2
"anbdnddon",2
"anbdndsomeonenow",2
"anbdndwere",2
"anbdnyone",2
"anbdnything",2
"anddheanddd",2
"anddndanddre",2
"anddndwandds",2
"anddnythinganddbetween",2
"andear",2
"andhasn",2
"anditseewonderful",2
"andmain",2
"andpower",2
"andprices",2
"andreai",2
"andscreen",2
"andstupid",2
"andthey",2
"andyi",2
"angry",2
"annona",2
"annual",2
"anowed",2
"answer",2
"answered",2
"anyoneanythingselfanythingout",2
"anyonecannotjhe",2
"anyoneforofitsomething",2
"anyoneheit",2
"anyonemeeturgent",2
"anyonesafeittheysupposo",2
"anyonesometehyhing",2
"anyonesomething",2
"anyonesomethinggood",2
"anyonesound",2
"anytahveing",2
"anythingcan",2
"anythingfortheysomeone",2
"anythingfortheysomethingthey",2
"anythingsomeone",2
"anythingto",2
"anytyhehingshe",2
"anytyingn",2
"anytyingndanytyingnything",2
"anytyingnythinganytyingbetween",2
"apparentlyhave",2
"appearsactually",2
"appfantastic",2
"applesbread",2
"applesmilk",2
"areanimals",2
"arebeds",2
"aredoing",2
"aregoingdo",2
"arenÌt",2
"arepots",2
"aretryingrestore",2
"argh",2
"aroundseein",2
"arrest",2
"arseessmentcomplete",2
"artistlalisamanoban",2
"arts",2
"ascharacters",2
"aschild",2
"asindictment",2
"asking",2
"asks",2
"asresult",2
"astroops",2
"aswalls",2
"aswas",2
"atanything",2
"atcity",2
"atdisaster",2
"atghe",2
"atlittle",2
"atmoment",2
"atnewly",2
"atreasonably",2
"atshelter",2
"atsomethingwere",2
"atsomethingwhat",2
"attempt",2
"attentativebhouse",2
"attention",2
"attractiveappearsbe",2
"avenue",2
"awake",2
"awareness",2
"awarenessdrug",2
"aww",2
"ayres",2
"babies",2
"backbed",2
"bacon",2
"bakcack",2
"banter",2
"barbara",2
"barsthat",2
"bats",2
"batteriesjuice",2
"beard",2
"beat",2
"becomeregular",2
"beda",2
"belongings",2
"besmart",2
"besmooth",2
"betsunami",2
"betwenetween",2
"bevictory",2
"bikie",2
"billy",2
"biting",2
"blabbin",2
"bladder",2
"blaimlame",2
"blank",2
"blending",2
"blownpieces",2
"body",2
"boiling",2
"bolted",2
"bootinga",2
"borne",2
"bottle",2
"bought",2
"bowl",2
"boycottbrad",2
"bridgeopen",2
"british",2
"brush",2
"btw",2
"bugbear",2
"bulk",2
"bummed",2
"burned",2
"business",2
"busted",2
"busyahouse",2
"busynhouse",2
"butalways",2
"butcanÌt",2
"buteh",2
"buthge",2
"butlast",2
"butnot",2
"butthinkcan",2
"buttold",2
"byangry",2
"bye",2
"bygrocery",2
"bylandslide",2
"bypolice",2
"byuniversity",2
"cables",2
"cahevarger",2
"calledpolicethey",2
"campaignscareful",2
"canddse",2
"candidmakaiocar",2
"cannot",2
"cantoncoordon",2
"canytyingse",2
"carries",2
"cartoon",2
"cascadia",2
"casomenee",2
"cattrapped",2
"caught",2
"causebasically",2
"causepeoplewas",2
"causes",2
"celebritiesdisasters",2
"celiac",2
"cellphone",2
"cellwith",2
"centers",2
"century",2
"chairquaking",2
"chairshaking",2
"chapparal",2
"charger",2
"charred",2
"checkout",2
"cheddarford",2
"chemicals",2
"cherry",2
"chief",2
"childreni",2
"chinatrembling",2
"cinematographersever",2
"circus",2
"cities",2
"citizen",2
"cityevents",2
"civic",2
"claims",2
"claritya",2
"clarserooms",2
"clay",2
"cleared",2
"climate",2
"clone",2
"closing",2
"clothes",2
"clotpole",2
"clotpoles",2
"colladnpsed",2
"collegeover",2
"comes",2
"comespain",2
"comfort",2
"comfortably",2
"comfortiblewear",2
"comingcalifornia",2
"comment",2
"commission",2
"communes",2
"comp",2
"completed",2
"completely",2
"complicatedlaying",2
"compliments",2
"computer",2
"conditionhaving",2
"condo",2
"confidently",2
"connections",2
"connerbear",2
"contact",2
"contacted",2
"contacting",2
"convenient",2
"coststraining",2
"couchshuddering",2
"count",2
"cracked",2
"crashing",2
"craving",2
"credible",2
"creepypastasheupset",2
"crew",2
"cried",2
"crisps",2
"crosshanding",2
"crowded",2
"cruise",2
"crushed",2
"cuevas",2
"cult",2
"cup",2
"curiousplateangela",2
"currently",2
"cuttin",2
"da",2
"dadi",2
"damagestructual",2
"dan",2
"dankish",2
"darkmbowl",2
"darkness",2
"data",2
"davidi",2
"daytime",2
"decent",2
"decide",2
"decorated",2
"deepcan",2
"defecthges",2
"defectstructual",2
"dehydrated",2
"delivering",2
"demi",2
"demis",2
"depictsgreat",2
"derek",2
"designer",2
"designvery",2
"desperate",2
"detritus",2
"devices",2
"dial",2
"dianai",2
"didagreereally",2
"didhear",2
"difficult",2
"dining",2
"dirty",2
"disappoint",2
"discharged",2
"diseasenot",2
"disgusting",2
"dismal",2
"dispatch",2
"distracting",2
"distributed",2
"district",2
"divorced",2
"dm",2
"documentary",2
"doesexcellent",2
"dogs",2
"dohave",2
"dominated",2
"donations",2
"doneed",2
"doomed",2
"dosing",2
"doubt",2
"dowonderful",2
"dragons",2
"drainage",2
"drank",2
"dread",2
"dreaming",2
"drenched",2
"dressermoving",2
"drinkfree",2
"dropped",2
"dropping",2
"drunk",2
"duea",2
"duehanddzanddrd",2
"duncan",2
"duringdance",2
"duringending",2
"duringfirst",2
"dvds",2
"earseemincreasesound",2
"eartehhquake",2
"easiercan",2
"easily",2
"easybarely",2
"eatingwonderful",2
"economy",2
"education",2
"effectsplay",2
"effort",2
"egg",2
"eggs",2
"ehre",2
"einwilson",2
"elepahnts",2
"elwinjr",2
"emielregis",2
"emilycharacter",2
"emotions",2
"employ",2
"emptyhe",2
"ended",2
"ending",2
"ends",2
"enedeedhospital",2
"english",2
"enhteyire",2
"enjoy",2
"enjoyable",2
"ensure",2
"entertainment",2
"enuculearergy",2
"environment",2
"episode",2
"eustice",2
"evacuathgeed",2
"evaluate",2
"events",2
"eventually",2
"evergreat",2
"everywherego",2
"evokes",2
"exagerating",2
"excellently",2
"exceptjobstartinggame",2
"excitedwork",2
"exhausted",2
"expect",2
"expensive",2
"expensivedangerous",2
"experience",2
"explain",2
"explained",2
"faced",2
"facts",2
"failed",2
"falls",2
"familyfriends",2
"fan",2
"fanddlling",2
"fans",2
"farm",2
"farmers",2
